Timestamp_ms,IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU1_AngleX,IMU1_AngleY,IMU1_AngleZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ,IMU2_AngleX,IMU2_AngleY,IMU2_AngleZ,EMG1_RMS,EMG2_RMS,ADC1_Pressure,ADC2_Pressure
5100,0.092,-0.987,0.028,-0.011,0,0.011,-87.86,-5.45,-47.53,0,0.21,-0.98,0,0,0,167.61,-0.18,67.12,9.19,3.32,841,1648
5200,0.09,-0.986,0.026,0,0,0,-88.02,-5.54,-48.27,0,0.211,-0.98,0,0,0,167.6,-0.18,67.15,9.32,4.8,870,1576
5300,0.09,-0.986,0.025,0,0,0.012,-88.1,-5.56,-49.03,0,0.21,-0.979,0,0,0.01,167.59,-0.16,67.15,9.45,5.04,873,1576
5400,0.089,-0.986,0.024,0,0,0,-88.14,-5.54,-49.67,0,0.21,-0.98,0,0,0,167.59,-0.15,67.15,9.27,5.3,887,1565
5500,0.09,-0.987,0.022,0,0,0.011,-88.01,-5.33,-48.89,0,0.21,-0.98,0,0,0.01,167.61,-0.21,67.19,9.03,5.23,872,1572
5600,0.087,-0.987,0.023,0,0,0,-88.02,-5.29,-49.03,0,0.21,-0.98,0,0,0.01,167.63,-0.23,67.2,8.85,5.23,852,1602
5700,0.089,-0.988,0.025,0.011,0,0,-88.05,-5.3,-49.22,0,0.21,-0.98,0,0,0,167.62,-0.2,67.17,7.84,4.92,889,1676
5800,0.086,-0.991,0.014,0,0,0.018,-88.13,-5.24,-49.37,0.002,0.209,-0.98,0,0,0,167.63,-0.21,67.19,7.87,4.92,814,1262
5900,0.099,-0.982,0.028,0.094,-0.072,0,-87.8,-5.03,-48.13,0.002,0.21,-0.981,0.024,0,0,167.68,-0.23,67.25,7.92,5.36,552,1351
6000,0.086,-0.98,0.037,0.153,-0.046,0.099,-87.29,-4.91,-47.96,0,0.208,-0.98,0,0,0,167.75,-0.25,67.28,5.56,6.75,531,1748
6100,0.064,-0.985,0.063,0.292,-0.085,0.279,-84.99,-3.05,-44.25,0,0.207,-0.98,0,0,0.015,167.77,-0.22,67.22,4.67,6.63,546,2092
6200,0.012,-0.989,0.108,0.128,-0.07,0.294,-80.49,0.79,-34.98,-0.002,0.208,-0.984,0.02,-0.025,0.013,167.86,-0.13,67.12,4.16,6.63,820,2081
6300,-0.014,-0.985,0.129,0.109,0.042,0.25,-78.78,2.52,-30.34,-0.002,0.206,-0.981,0.015,-0.015,0.01,167.94,-0.08,67.1,3.9,8.6,1066,1765
6400,-0.03,-0.984,0.129,0.017,0.102,0.206,-77.84,3.87,-25.02,0,0.201,-0.979,0.017,-0.029,0,168.08,0,67.09,4.3,8.39,1371,1532
6500,-0.044,-0.991,0.129,-0.035,0.175,0.319,-77.92,4.88,-22.66,-0.007,0.2,-0.977,0,-0.055,0.01,168.11,0.21,67.04,4.8,8.81,1938,339
6600,-0.086,-1.027,0.101,-0.422,0.222,0.477,-79.55,7.26,-19.61,-0.013,0.205,-0.983,0,-0.074,0.01,168.07,0.59,66.94,7.91,8.87,2544,126
6700,-0.109,-1.047,0.051,-0.949,0.165,0.641,-83.86,8.93,-18.53,-0.022,0.203,-0.987,0.068,-0.109,-0.138,168.34,0.93,67.23,7.91,9.89,2152,124
6800,-0.048,-1.177,-0.006,-0.371,-0.188,1.355,-87.52,11.86,-18.22,-0.049,0.188,-0.976,-0.434,-0.191,-0.12,167.69,2.06,68.03,7.94,9.91,120,164
6900,-0.215,-1.127,0.208,-0.019,0.276,1.793,-87.05,16.33,-17.31,-0.092,0.174,-1.087,-1.708,-0.089,0.1,164.21,3.36,68.18,7.84,9.66,112,126
7000,0.02,-0.749,-0.04,-0.02,0.977,1.245,-86.36,24.91,-17.23,0.046,0.207,-1.712,-5.501,0.194,2.036,143.01,-2.33,63.11,7.48,8.79,121,124
7100,0.194,-0.617,-0.013,-0.092,-0.054,-0.771,-88.23,11.49,-18.72,-0.228,-0.163,-0.941,1.105,-0.181,-0.106,155.9,3.02,60.76,7.42,8.88,125,125
7200,-0.066,-1.285,-0.049,0.201,0.109,-3.015,-88.66,-14.37,-13.97,-0.026,0.434,-1.161,2.879,-0.437,-0.036,-177.97,5.72,60.94,7.42,8.22,115,122
7300,-0.125,-1.285,-0.104,0.183,-0.379,-2.785,-89.72,-19.46,-12.07,-0.113,0.415,-1.234,2.31,-0.67,-0.774,-175.49,7.98,61.75,7.42,5.97,123,54
7400,-0.085,-1.115,-0.104,-0.094,-0.259,-2.056,-85.95,-11.89,-21.18,0.043,0.437,-0.928,1.78,-0.117,-0.458,-176.31,2.85,65.66,7.09,5.97,120,124
7500,-0.09,-1.02,-0.03,0.029,-0.451,-0.868,-84.91,0.52,-24.44,0.005,0.449,-0.775,0.693,-0.127,-0.617,177.35,1.94,68.53,6.75,5.58,120,130
7600,0.586,-1.038,-0.264,0.265,0.479,0.825,-80.43,10.35,-26.68,-0.132,0.055,-1.33,-2.376,0.398,0.19,155.91,-3.22,72.44,2.53,5.69,122,1023
7700,0.34,-0.92,-0.054,0.507,-0.171,0.921,-79.18,10.66,-29.06,-0.029,0.104,-1.14,-1.352,-0.184,0.075,155.28,-3.28,73.34,2.59,3.59,121,2811
7800,0.146,-0.952,-0.071,0.091,0.077,0.96,-75.71,11.36,-32.87,0.12,0.165,-1.143,-0.333,0.355,0.12,158.6,-3.52,73.97,2.49,3.66,389,4090
7900,0.244,-0.964,0.056,0.208,-0.106,0.932,-74.93,10.22,-37.58,0,0.151,-0.988,-0.45,-0.062,0.052,161.37,-3.13,73.63,3.91,3.99,828,3652
8000,0.103,-0.98,0.07,0.584,0.2,0.997,-76.93,8.29,-41.25,-0.001,0.208,-0.997,-0.161,-0.096,0.03,163.06,-1.9,73.3,6.99,4.46,1201,1999
8100,0.032,-0.983,0.13,0.422,0.24,0.826,-77.37,7.93,-39.75,-0.012,0.212,-0.988,-0.072,-0.123,0.025,164.47,-0.9,73.17,8.63,4.56,1947,520
8200,-0.047,-1.037,0.126,-0.164,0.186,0.608,-78.01,9.16,-26.46,-0.02,0.212,-0.97,0.025,-0.09,-0.043,166.27,0.43,73.31,9.67,5.66,2736,125
8300,-0.108,-1.02,0.112,-0.498,0.135,0.814,-79.98,10.92,-22.8,-0.038,0.213,-0.987,0.029,-0.054,-0.093,166.91,1.01,73.74,10.49,9.44,2217,123
8400,-0.151,-1.194,0.142,0.098,0.251,1.058,-83.07,14.29,-21.08,-0.053,0.213,-0.98,-0.231,-0.022,-0.086,166.73,1.49,74.62,10.95,10.71,212,123
8500,-0.086,-1.26,-0.056,-0.219,0.257,1.741,-84.25,16.28,-19.48,-0.058,0.2,-0.968,-0.994,-0.287,0.043,164.73,2.4,74.77,10.95,10.55,129,122
8600,-0.295,-0.958,0.175,0.39,0.435,1.978,-81.98,25.08,-18.45,-0.047,0.371,-1.061,-6.781,0.369,0.872,144.11,1.39,72.9,10.92,10.33,126,124
8700,0.504,-0.481,-0.038,-0.148,1.487,-0.205,-82.22,18.86,-20.7,-0.314,-0.282,-1.268,1.361,-0.275,1.376,139.93,-0.53,66.04,10.9,10.45,121,126
8800,0.049,-0.983,-0.127,0.184,0.019,-3.082,-87.86,-6.16,-17.31,0.022,0.347,-0.991,3.916,-0.525,0.064,169.6,3.99,63.22,10.93,10.4,120,168
8900,-0.19,-1.293,-0.048,-0.028,0.323,-3.558,-89.2,-14.38,-15.52,0.092,0.64,-1.186,3.861,-0.443,-0.028,178.03,4.66,62.29,10.46,10.3,135,205
9000,-0.219,-1.253,-0.035,0.147,-1.002,-3.02,-91.55,-21.4,-12.41,-0.161,0.638,-1.158,2.76,-0.699,-1.463,-176.61,9.15,64,8.58,10.06,122,125
9100,-0.252,-1.217,-0.097,-0.115,-1.07,-2.216,-100.63,-30.13,-12.68,0,0.617,-1.049,1.894,-0.187,-1.277,-177.67,5.82,69.62,7.19,10.06,122,126
9200,0.348,-1.022,-0.275,0.276,-0.351,1.391,-94.74,-6.96,-60.68,0.033,0.089,-1.21,-2.142,-0.104,0.043,154.75,-1.63,77.84,5.74,9.63,124,2293
9300,0.218,-1.039,0.036,0.411,-0.186,0.812,-90.32,-3.46,-78.83,-0.066,0.195,-1.192,-1.398,-0.079,0.091,154.11,-0.72,78.51,4.21,5.93,118,4089
9400,0.174,-1.016,-0.038,0.321,-0.2,0.861,-87.44,-3.59,-95.01,0.051,0.155,-1.048,-0.361,0.308,0.133,158.85,-2.58,79.5,3.75,3.48,687,3999
9500,0.117,-1.01,0.016,0.308,0.169,0.621,-86.69,-2.8,-98.23,0.022,0.197,-0.999,-0.599,-0.099,0.087,160.24,-2.85,79.18,3.95,6.66,1214,2073
9600,0.058,-0.985,0.086,0.363,0.152,0.367,-84.7,0.89,-95.55,-0.001,0.221,-0.988,-0.051,-0.126,0,162.52,-1.43,78.94,6.41,7.1,1911,502
9700,0.05,-0.988,0.117,0.25,0.111,0.427,-82.75,4.15,-91.32,-0.011,0.22,-0.98,-0.04,-0.093,0,163.95,-0.72,78.99,17.35,7.1,2329,128
9800,0.024,-1.048,0.113,-0.022,0.266,0.736,-80.32,10.69,-85,-0.012,0.211,-0.969,0.019,-0.094,0,165.37,0.11,79.06,17.67,8.37,2796,124
9900,-0.044,-1.041,0.072,-0.58,0.197,0.859,-81.19,15.62,-80.73,-0.026,0.22,-0.983,0.063,-0.101,-0.108,166.19,0.66,79.41,19.49,9.76,2216,123
10000,-0.126,-1.119,-0.016,0.471,0.302,1.266,-81.33,22.12,-75.25,-0.042,0.218,-0.976,-0.213,-0.046,-0.088,166.34,1.4,80.27,19.48,9.78,170,121
10100,0.015,-1.245,-0.054,-0.112,0.476,1.844,-81.26,25.79,-71.57,-0.073,0.216,-0.958,-0.824,-0.298,0.02,164.67,2.4,80.59,19.39,9.7,120,123
10200,0.539,-0.587,0.169,-0.361,-0.075,-0.274,-78.43,27.11,-62.21,-0.018,-0.313,-0.924,1.648,-0.253,0,150.54,2.18,77.06,19.39,9.51,128,165
10300,0.018,-0.908,-0.137,-0.222,0.784,-2.205,-79.15,12.97,-56.52,-0.09,0.199,-1.045,2.906,0.123,1.291,168.69,-1.04,73.76,19.36,9.53,125,126
10400,-0.157,-1.249,-0.134,0.099,0.073,-3.03,-82.03,-2.16,-50.76,0.059,0.473,-1.184,3.105,-0.38,-0.042,-177.37,3.76,71.14,19.19,9.42,126,124
10500,-0.132,-1.272,-0.002,0.047,0.102,-2.771,-83.8,-9,-48.34,0.009,0.465,-1.233,2.629,-0.239,0.115,-174.26,2.72,70.71,19.16,7.61,120,125
10600,-0.1,-1.163,-0.04,0.265,-0.869,-2.397,-85.76,-14.66,-55.9,-0.093,0.403,-1.098,1.874,-0.476,-0.886,-173.5,6.04,72.56,18.49,7.2,124,124
10700,-0.136,-1.029,0.042,0,-0.053,-1.528,-87.48,-5.98,-65.05,0.264,0.458,-0.883,1.34,-0.392,-0.51,-176.76,2.72,76.38,9.06,7.04,126,126
10800,-0.02,-0.948,0.135,0.51,-0.256,0.794,-87.34,9.52,-73.49,-0.177,0.49,-0.238,-0.792,0.113,-0.381,166.82,4.12,77.28,8.38,5.55,122,130
10900,-0.072,-1.292,-0.264,0.852,-1.24,1.41,-87.93,10.59,-73.66,0.52,0.377,-1.663,-2.77,0.106,-0.252,158.68,-2.16,80.25,1.76,2.3,143,3340
11000,0.088,-1.042,0.07,0.136,0.784,1.05,-84.25,10.77,-79.76,-0.049,0.234,-1.323,-1.33,0.018,0.056,155.81,0.19,79.85,1.84,2.41,121,4087
11100,0.188,-0.934,0.067,0.14,-0.044,0.823,-84.63,6.72,-81.98,0.001,0.151,-1.021,-0.206,0.156,0.059,158.9,-0.46,80.19,9.04,2.24,634,3797
11200,0.086,-0.991,0.068,0.494,0.089,0.94,-84.32,2.59,-72.71,0.012,0.231,-1.004,-0.314,-0.199,0.012,162.09,-1.09,78.71,9,3.61,1849,1120
11300,0.044,-0.994,0.092,0.349,0.103,0.623,-82.05,4.92,-64.65,0.001,0.235,-0.98,-0.09,-0.104,0.011,162.78,-0.1,78.32,8.98,8.96,2292,158
11400,0.008,-1.051,0.082,-0.085,0.21,0.712,-79.14,8.49,-52.72,-0.003,0.224,-0.96,0.011,-0.12,-0.02,164.17,0.79,78.01,10.81,11.13,2509,132
11500,-0.057,-1.04,0.076,-0.591,0.142,0.875,-80.67,11.17,-46.97,-0.024,0.234,-0.979,0.089,-0.126,-0.14,165.12,1.49,78.19,11.79,12.44,2050,127
11600,-0.146,-1.071,0.033,0.762,0.101,1.046,-81.45,15.41,-41.06,-0.04,0.236,-0.979,-0.225,-0.056,-0.079,165.23,2.44,78.71,11.97,12.9,136,123
11700,0.016,-1.275,0.108,-0.237,1.074,1.771,-81.47,17.92,-38.42,-0.07,0.243,-0.955,-0.639,-0.227,0,163.72,3.16,78.84,11.97,12.96,121,127
11800,-0.369,-1.006,0.173,0.184,0.322,2.152,-79.39,27.89,-33.8,-0.136,0.331,-1.243,-6.367,1.018,0.658,147.93,1.73,77.9,11.96,12.92,122,125
11900,0.427,-0.477,0.016,-0.131,1.556,-0.015,-80.62,26.22,-34.04,-0.338,0.033,-1.742,0.541,-0.393,1.14,132.71,-1.88,73.2,12.09,12.98,120,126
12000,0.067,-0.913,-0.085,0.06,0.191,-2.635,-85.05,1.75,-28.66,0.06,0.287,-1.121,3.432,-0.262,0.335,165.66,0.8,70.6,12.11,12.95,126,124
12100,-0.169,-1.245,-0.071,0.054,0.387,-3.304,-87.26,-8.54,-26.59,0.102,0.565,-1.236,3.611,-0.557,0.135,176.08,1.87,69.14,8.32,13.19,121,125
